E,87,ORANGE,False," Ł1,650,000,000"
D,87,CRESCENT,True," Ł1,717,000,000"
D,87,EPSILON,True," Ł1,717,000,000"
D,87,NTL MOBILE,True," Ł1,717,000,000"
D,87,ONE2ONE,True," Ł1,717,000,000"
D,87,TIW,True," Ł1,717,000,000"
D,87,WORLDCOM,True," Ł1,717,000,000"
A,88,TELEFONICA,False," Ł1,881,100,000"
B,88,VODAFONE,False," Ł2,021,100,000"
C,88,NTL MOBILE,False," Ł1,732,700,000"
D,88,CRESCENT,False," Ł1,717,000,000"
E,88,WORLDCOM,False," Ł1,732,700,000"
A,89,3GUK,False," Ł2,001,100,000"
B,89,VODAFONE,False," Ł2,021,100,000"
C,89,NTL MOBILE,False," Ł1,732,700,000"
E,89,ORANGE,False," Ł1,859,400,000"
D,89,BT3G,True," Ł1,802,900,000"
D,89,EPSILON,True," Ł1,802,900,000"
D,89,ONE2ONE,True," Ł1,802,900,000"
D,89,ONE.TEL,True," Ł1,802,900,000"
D,89,SPECTRUMCO,True," Ł1,802,900,000"
D,89,TIW,True," Ł1,802,900,000"
A,90,3GUK,False," Ł2,001,100,000"
B,90,BT3G,False," Ł2,122,200,000"
C,90,WORLDCOM,False," Ł1,879,500,000"
D,90,TELEFONICA,False," Ł1,893,100,000"
E,90,ORANGE,False," Ł1,859,400,000"
A,91,SPECTRUMCO,False," Ł2,101,200,000"
B,91,VODAFONE,False," Ł2,228,400,000"
C,91,WORLDCOM,False," Ł1,879,500,000"
D,91,TELEFONICA,False," Ł1,893,100,000"
E,91,NTL MOBILE,False," Ł1,952,500,000"
A,92,SPECTRUMCO,False," Ł2,101,200,000"
B,92,VODAFONE,False," Ł2,228,400,000"
D,92,TELEFONICA,False," Ł1,893,100,000"
E,92,ORANGE,False," Ł2,076,900,000"
C,92,BT3G,True," Ł1,973,500,000"
C,92,EPSILON,True," Ł1,973,500,000"
C,92,ONE2ONE,True," Ł1,973,500,000"
C,92,ONE.TEL,True," Ł1,973,500,000"
